,molecule_chembl_id,IC50,units,SMILES,pIC50,activity_label,ML_activity_label
0,CHEMBL3621294,0.00687,nM,O=C(CCCCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,11.16304326294045,active,1
1,CHEMBL3689858,0.01,nM,CCC(CC)CN(CC)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,11.0,active,1
2,CHEMBL3689829,0.02,nM,CCCCNCc1c(CCCC)nc2cc(/C=C/C(=O)NO)ccn12,10.698970004336019,active,1
3,CHEMBL4861467,0.05,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC1CC1)CC2)c1ncc(-c2cc3cccnc3cc2OC)[nH]1,10.301029995663981,active,1
4,CHEMBL3689834,0.06,nM,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCCC,10.221848749616356,active,1
5,CHEMBL4641682,0.08,nM,CN1CC(C(=O)N[C@@H](CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)[nH]2)C1,10.096910013008056,active,1
6,CHEMBL4649205,0.085,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC1CC1)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,10.070581074285707,active,1
7,CHEMBL2105763,0.1,nM,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,10.0,active,1
8,CHEMBL4644038,0.11,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C(C)C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.958607314841775,active,1
9,CHEMBL4878197,0.11,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CC23CCN(CCCCCCCCn2ccc4cc(c(OC)cc4c2=O)-c2cnc1[nH]2)CC3,9.958607314841775,active,1
10,CHEMBL4568666,0.11,nM,O=C1C[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)N1,9.958607314841775,active,1
11,CHEMBL2000089,0.11,nM,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCCCC(=O)[C@@H]2CO2)C(=O)N[C@H]1Cc1ccccc1,9.958607314841775,active,1
12,CHEMBL4876610,0.11,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CC23CCN(CCCOCCn2ccc4cc(ccc4c2=O)-c2cnc1[nH]2)CC3,9.958607314841775,active,1
13,CHEMBL146250,0.12,nM,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,9.920818753952375,active,1
14,CHEMBL4438063,0.15,nM,CC1(C)NC[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,9.823908740944319,active,1
15,CHEMBL99,0.15,nM,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,9.823908740944319,active,1
16,CHEMBL4283683,0.16,nM,Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1,9.795880017344075,active,1
17,CHEMBL4637689,0.16,nM,Cc1cc(C(=O)CCCCC[C@H](NC(=O)C2CN(C)C2)c2ncc(-c3ccccc3F)[nH]2)no1,9.795880017344075,active,1
18,CHEMBL4862152,0.17,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC1CC1)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)o1,9.769551078621726,active,1
19,CHEMBL4532398,0.19,nM,C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1,9.721246399047171,active,1
20,CHEMBL4642518,0.19,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.721246399047171,active,1
21,CHEMBL4860000,0.2,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CC23CCN(CCCCCCCCn2ccc4cc(ccc4c2=O)-c2cnc1[nH]2)CC3,9.698970004336019,active,1
22,CHEMBL343448,0.2,nM,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,9.698970004336019,active,1
23,CHEMBL4746782,0.2,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc(-c3cccnc3)cc2)nc1C#N,9.698970004336019,active,1
24,CHEMBL3317812,0.2,nM,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1c[nH]cn1)NC2=O,9.698970004336019,active,1
25,CHEMBL5288006,0.2,nM,[11CH3]n1cc(CCNCc2ccc(/C=C/C(=O)NO)cc2)c2ccccc21,9.698970004336019,active,1
26,CHEMBL27759,0.2,nM,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,9.698970004336019,active,1
27,CHEMBL4780309,0.2,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3[nH]c4ccccc4c3c2)[nH]1,9.698970004336019,active,1
28,CHEMBL3126833,0.2,nM,CSCC[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H](C(C)C)[C@@H](O)CC(=O)O2,9.698970004336019,active,1
29,CHEMBL4634501,0.2,nM,CN1CC(C(=O)N[C@@H](CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)o2)C1,9.698970004336019,active,1
30,CHEMBL2047701,0.2,nM,O=C(NCCS)/C(Cc1cc(Br)c(O)c(Br)c1)=N/O,9.698970004336019,active,1
31,CHEMBL4552057,0.21,nM,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CCCCCCC(=O)NO)c3n2)cc1,9.67778070526608,active,1
32,CHEMBL3317811,0.21,nM,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1ccc(O)cc1)NC2=O,9.67778070526608,active,1
33,CHEMBL4637357,0.22,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.657577319177793,active,1
34,CHEMBL4642023,0.24,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCC(N(C)C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.619788758288394,active,1
35,CHEMBL5218926,0.28,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3ccncc3)cc2)[nH]1,9.55284196865778,active,1
36,CHEMBL1836142,0.28,nM,CC[C@H](C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](CCSC)C(=O)N2)OC(=O)C[C@@H]1O,9.55284196865778,active,1
37,CHEMBL4638264,0.29,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.537602002101044,active,1
38,CHEMBL3317810,0.29,nM,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1ccccc1)NC2=O,9.537602002101044,active,1
39,CHEMBL4759693,0.3,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc3nc(C)ccc3c2)nc1C#N,9.522878745280337,active,1
40,CHEMBL5220616,0.3,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(N4CCCC4)ccc3c2)[nH]1,9.522878745280337,active,1
41,CHEMBL3329621,0.3,nM,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(cs3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,9.522878745280337,active,1
42,CHEMBL5219739,0.31,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3cccnc3)cc2)[nH]1,9.508638306165727,active,1
43,CHEMBL5219006,0.32,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(CC)ccc3c2)[nH]1,9.494850021680094,active,1
44,CHEMBL4861271,0.32,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(N4CCCC4)nc3cc2OC)[nH]1,9.494850021680094,active,1
45,CHEMBL4869000,0.33,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CC23CCN(CCCOCCCn2ccc4cc(ccc4c2=O)-c2cnc1[nH]2)CC3,9.481486060122112,active,1
46,CHEMBL5220278,0.35,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)o1,9.455931955649724,active,1
47,CHEMBL3622533,0.36,nM,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,9.443697499232712,active,1
48,CHEMBL5219969,0.38,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nn(C)cc3c2)[nH]1,9.42021640338319,active,1
49,CHEMBL2158745,0.4,nM,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCCN2C1=O,9.397940008672037,active,1
50,CHEMBL3329622,0.4,nM,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)OC1=O,9.397940008672037,active,1
51,CHEMBL4761973,0.4,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc3nn(C)cc3c2)nc1C#N,9.397940008672037,active,1
52,CHEMBL4745088,0.4,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cnc3ccccc3c2)[nH]1,9.397940008672037,active,1
53,CHEMBL3593247,0.4,nM,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,9.397940008672037,active,1
54,CHEMBL4785376,0.4,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C(N)=O,9.397940008672037,active,1
55,CHEMBL360194,0.4,nM,CC1(C)NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,9.397940008672037,active,1
56,CHEMBL5219634,0.4,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(OC)ccc3c2)[nH]1,9.397940008672037,active,1
57,CHEMBL1796689,0.4,nM,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,9.397940008672037,active,1
58,CHEMBL3828518,0.45,nM,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,9.346787486224656,active,1
59,CHEMBL5219490,0.45,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccncc3nc2OC)o1,9.346787486224656,active,1
60,CHEMBL4639206,0.46,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(Cc1cccnc1)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.337242168318426,active,1
61,CHEMBL4441774,0.46,nM,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C(\F)CCS)OC1=O,9.337242168318426,active,1
62,CHEMBL5219338,0.48,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2ccc(-c3ccccc3)[nH]c2=O)[nH]1,9.318758762624412,active,1
63,CHEMBL3218562,0.48,nM,CCCC[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H](C(C)C)[C@@H](O)CC(=O)O2,9.318758762624412,active,1
64,CHEMBL2047694,0.48,nM,CSc1ccc(C/C(=N\O)C(=O)NCCS)cc1Br,9.318758762624412,active,1
65,CHEMBL5220454,0.49,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccc(=O)n(C)c3cc2OC)o1,9.309803919971486,active,1
66,CHEMBL3828636,0.49,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3cccnc3)nc2n1C)c1ncc(C(=O)NO)cn1,9.309803919971486,active,1
67,CHEMBL4787120,0.49,nM,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3ccc(F)c(O)c3)nc21)NO,9.309803919971486,active,1
68,CHEMBL4742026,0.5,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cn(C)c3ccccc23)[nH]1,9.301029995663981,active,1
69,CHEMBL483254,0.5,nM,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,9.301029995663981,active,1
70,CHEMBL5219359,0.5,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(-c4ncco4)ccc3c2)[nH]1,9.301029995663981,active,1
71,CHEMBL4094507,0.53,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)NCCCCCC(=O)NO)cc3)nc2n1C1CCCC1,9.275724130399212,active,1
72,CHEMBL5218535,0.53,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3ncccc3c2)[nH]1,9.275724130399212,active,1
73,CHEMBL4746359,0.54,nM,CC(C)[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)O2,9.267606240177031,active,1
74,CHEMBL3827517,0.55,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,9.259637310505756,active,1
75,CHEMBL3828492,0.55,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc2n1C)c1ncc(C(=O)NO)cn1,9.259637310505756,active,1
76,CHEMBL5219422,0.55,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3cnccn3)cc2)[nH]1,9.259637310505756,active,1
77,CHEMBL5220511,0.58,nM,CC(C)=CCC/C(C)=C\CC/C(C)=C\CSc1ccccc1C(=O)NCCCCC(=O)NO,9.236572006437063,active,1
78,CHEMBL3759059,0.6,nM,COc1ccc(Br)c(/C=N/NC(=O)CCCCCC(=O)NO)c1,9.221848749616356,active,1
79,CHEMBL4748244,0.6,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C(N)=O,9.221848749616356,active,1
80,CHEMBL2047702,0.6,nM,COc1cc(C/C(=N\O)C(=O)NCCS)ccc1SC,9.221848749616356,active,1
81,CHEMBL4455057,0.6,nM,Cc1nn2ccccc2c1CCN1CCCC1c1ccc(/C=C/C(=O)NO)cc1,9.221848749616356,active,1
82,CHEMBL4853593,0.61,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CC23CCN(CCOCCn2ccc4cc(ccc4c2=O)-c2cnc1[nH]2)CC3,9.214670164989233,active,1
83,CHEMBL4798716,0.61,nM,NC(=O)c1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cc1,9.214670164989233,active,1
84,CHEMBL3317818,0.62,nM,CC(C)(C)OC(=O)n1cnc(C[C@@H]2NC(=O)[C@]3(C)CSC(=N3)c3csc(n3)CNC(=O)C[C@@H](/C=C/CCS)OC2=O)c1,9.207608310501746,active,1
85,CHEMBL3827814,0.65,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccc(N)cc3)nc2n1C)c1ncc(C(=O)NO)cn1,9.187086643357144,active,1
86,CHEMBL4748726,0.69,nM,Nc1ncc(-c2nc(N3CCC(O)CC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,9.161150909262744,active,1
87,CHEMBL430060,0.7,nM,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,9.154901959985743,active,1
88,CHEMBL3759921,0.7,nM,O=C(CCCCCCC(=O)N/N=C/c1ccc(-c2ccccc2)cc1)NO,9.154901959985743,active,1
89,CHEMBL4638330,0.72,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC12CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.142667503568731,active,1
90,CHEMBL4642874,0.72,nM,O=C(NO)c1ccc(NC(=O)C2(c3ccc4ccccc4c3)CCOCC2)cc1,9.142667503568731,active,1
91,CHEMBL3930620,0.72,nM,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,9.142667503568731,active,1
92,CHEMBL2313363,0.75,nM,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C[C@@H]1O,9.1249387366083,active,1
93,CHEMBL4753381,0.76,nM,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(OCCO)c3)nc21)NO,9.119186407719209,active,1
94,CHEMBL4846560,0.78,nM,Nc1nc2cc(-c3nn(CCCCCCC(=O)NO)c4ncnc(N)c34)ccc2o1,9.10790539730952,active,1
95,CHEMBL4742983,0.78,nM,CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)c1,9.10790539730952,active,1
96,CHEMBL4472220,0.78,nM,CN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC(C)(C)C,9.10790539730952,active,1
97,CHEMBL4543166,0.8,nM,CCc1n[nH]c(CC)c1CCN1CCCC1c1ccc(/C=C/C(=O)NO)cc1,9.096910013008056,active,1
98,CHEMBL4644118,0.8,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1C[C@]12CCN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.096910013008056,active,1
99,CHEMBL216641,0.8,nM,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCCc3c(-c4ccccc4)[nH]c4ccccc34)c2c1,9.096910013008056,active,1
100,CHEMBL3827296,0.81,nM,CN(C)c1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,9.09151498112135,active,1
101,CHEMBL4571133,0.82,nM,O=C1C[C@H]2CCCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)N1,9.086186147616283,active,1
102,CHEMBL4069404,0.84,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCC(=O)NO)cc3)nc2n1C1CCCC1,9.075720713938118,active,1
103,CHEMBL4740827,0.84,nM,NC(=O)c1cccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)c1,9.075720713938118,active,1
104,CHEMBL3827865,0.85,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccc(S(C)(=O)=O)cc3)nc2n1C)c1ncc(C(=O)NO)cn1,9.070581074285707,active,1
105,CHEMBL4785064,0.85,nM,Nc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,9.070581074285707,active,1
106,CHEMBL4760754,0.89,nM,COc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cc1CO,9.050609993355087,active,1
107,CHEMBL4753452,0.9,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc(Cl)ccc2OC)[nH]1,9.045757490560675,active,1
108,CHEMBL5220720,0.9,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(-n4cccn4)ccc3c2)[nH]1,9.045757490560675,active,1
109,CHEMBL2047540,0.9,nM,O=C(NCCS)/C(Cc1ccc(O)c(Br)c1)=N/O,9.045757490560675,active,1
110,CHEMBL4648704,0.9,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)o1,9.045757490560675,active,1
111,CHEMBL4574244,0.9,nM,O=C(/C=C/c1ccc(C2CCCN2CCc2cnn3ccccc23)cc1)NO,9.045757490560675,active,1
112,CHEMBL4862549,0.91,nM,Nc1nc2cc(-c3nn(CC4CCN(c5ncc(C(=O)NO)cn5)CC4)c4ncnc(N)c34)ccc2o1,9.040958607678906,active,1
113,CHEMBL4592929,0.9177,nM,O=C(/C=C/c1ccc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)Nc2cccc(Br)c2)cc1)NO,9.037299268295659,active,1
114,CHEMBL4633758,0.92,nM,CCC(=O)CCCCC[C@H](NC(=O)C1=NOC2(CCN(C)CC2)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.036212172654444,active,1
115,CHEMBL1835659,0.93,nM,CC[C@H](C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](CC[S+](C)[O-])C(=O)N2)OC(=O)C[C@@H]1O,9.031517051446064,active,1
116,CHEMBL4632569,0.94,nM,CC(=O)Nc1ccccc1-c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCC2)cc1,9.0268721464003,active,1
117,CHEMBL3218563,0.94,nM,CSCC[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H](CC(C)C)[C@@H](O)CC(=O)O2,9.0268721464003,active,1
118,CHEMBL4777615,0.96,nM,CC(C)C[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)CNC1=O,9.017728766960431,active,1
119,CHEMBL3317817,0.96,nM,CC(C)(C)OC(=O)NCCC[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,9.017728766960431,active,1
120,CHEMBL3828180,0.97,nM,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccc4c(c3)OCO4)nc2n1C)c1ncc(C(=O)NO)cn1,9.013228265733755,active,1
121,CHEMBL4764799,0.99,nM,Nc1ncc(-c2nc(N3CCC(CO)CC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,9.00436480540245,active,1
122,CHEMBL3827738,1.0,nM,CCn1c(CN(C)c2ncc(C(=O)NO)cn2)nc2c(N3CCOCC3)nc(-c3ccc(OC)cc3)nc21,9.0,active,1
123,CHEMBL4454463,1.0,nM,O=C(/C=C/c1ccc(C2CCCN2CCc2c(-c3cccnc3)nn3ccccc23)cc1)NO,9.0,active,1
124,CHEMBL4641343,1.0,nM,CCC(=O)CCCCC[C@H](NC(=O)C1CC2(C1)CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.0,active,1
125,CHEMBL1819273,1.0,nM,Cc1nn2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)C(C)C,9.0,active,1
126,CHEMBL3827281,1.0,nM,COc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cn1,9.0,active,1
127,CHEMBL2047696,1.0,nM,COc1cc(C/C(=N\O)C(=O)NCCS)cc(Br)c1OC,9.0,active,1
128,CHEMBL409847,1.0,nM,O=C(CCCCCC(=O)N(CC(=O)Nc1ccc2[nH]ncc2c1)CC(=O)Nc1ccc2[nH]ncc2c1)NO,9.0,active,1
129,CHEMBL4856764,1.0,nM,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc2c(c1)CC(=O)N2CCCN1CCOCC1,9.0,active,1
130,CHEMBL4638976,1.0,nM,CCC(=O)CCCCC[C@H](NC(=O)CC1CC2(C1)CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,9.0,active,1
131,CHEMBL3827650,1.0,nM,Cc1ccc(-c2nc(N3CCOCC3)c3nc(CN(C)c4ncc(C(=O)NO)cn4)n(C)c3n2)cc1,9.0,active,1
132,CHEMBL3310505,1.0,nM,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,9.0,active,1
133,CHEMBL235842,1.0,nM,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,9.0,active,1
134,CHEMBL2047692,1.0,nM,O=C(NCCS)/C(Cc1ccc(F)c(Br)c1)=N/O,9.0,active,1
135,CHEMBL2047703,1.0,nM,CN(C)c1ccc(C/C(=N\O)C(=O)NCCS)cc1,9.0,active,1
136,CHEMBL116620,1.0,nM,O=C(/C=C/c1cccc(C(C(=O)Nc2ccccc2)C(=O)Nc2ccccc2)c1)NO,9.0,active,1
137,CHEMBL327146,1.0,nM,O=C(CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc1ccc2ncccc2c1)NO,9.0,active,1
138,CHEMBL4792257,1.0,nM,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc(C)ccc2OC)[nH]1,9.0,active,1
139,CHEMBL2047699,1.0,nM,O=C(NCCS)/C(Cc1cccc([N+](=O)[O-])c1)=N/O,9.0,active,1
140,CHEMBL4873847,1.0,nM,CCC(=O)CCCCC[C@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](Cc2cn(OC)c3ccccc23)NC1=O,9.0,active,1
141,CHEMBL2047695,1.0,nM,COc1cc(C/C(=N\O)C(=O)NCCS)cc(I)c1OC,9.0,active,1
142,CHEMBL2047691,1.0,nM,COc1ccc(C/C(=N\O)C(=O)NCCS)cc1I,9.0,active,1
143,CHEMBL1819274,1.0,nM,CCc1nn2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)C(C)C,9.0,active,1
144,CHEMBL4853232,1.0,nM,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(c1)ncn2CCN1CCOCC1,9.0,active,1
